Trajectory_ID,Success,P_FP0_X,P_FP0_Y,P_V0,P_A0,I_FP0_X,I_FP0_Y,I_V0,I_A0,P_FP1_X,P_FP1_Y,P_V1,P_A1,I_FP1_X,I_FP1_Y,I_V1,I_A1,P_FP2_X,P_FP2_Y,P_V2,P_A2,I_FP2_X,I_FP2_Y,I_V2,I_A2,P_FP3_X,P_FP3_Y,P_V3,P_A3,I_FP3_X,I_FP3_Y,I_V3,I_A3,P_FP4_X,P_FP4_Y,P_V4,P_A4,I_FP4_X,I_FP4_Y,I_V4,I_A4,P_FP5_X,P_FP5_Y,P_V5,P_A5,I_FP5_X,I_FP5_Y,I_V5,I_A5
17,0,0.0,0.0,1374.2614634949662,84.99001088770825,400000.0,0.0,2999.3554117337185,152.81394490332042,6658.919306844159,61011.45968504695,838.8331735434632,81.77435678545181,324057.364327411,35071.92215646655,2883.569383678265,157.70539387389127,13385.100424868566,91979.39755548748,305.00378934763745,66.82867497459011,247347.63132479586,62429.132167332384,2788.804113953694,163.07484103804578,20111.281542892968,92133.46689812647,294.9264832314448,-65.98808004583937,170637.8983221807,81676.82058466555,2720.109041047486,168.7679916273119,26837.462660917372,61473.66771296397,827.951719619943,-81.66548637894076,93928.16531956551,92814.98740846606,2679.490029471675,174.69421873316736,33563.643778941776,0.0,1374.2614634948457,-84.99001088770785,17218.432316950406,95843.6326387339,2668.2296105379646,-179.26390334825294
18,0,0.0,0.0,1677.713782139365,80.98222439858677,400000.0,0.0,2999.212287176819,146.41968513444888,17659.704512624157,89377.94478179916,1038.6728752421095,75.33450895123133,328197.894059532,43660.21411620537,2854.349944069249,151.0915107732737,35497.78987891119,134744.0228149851,429.33741958047113,52.229988820978484,255670.51432168548,79537.5829579546,2728.1108503936734,156.3339153473531,53335.87524519822,134969.72469574722,418.8962616817069,-51.11494467665573,183143.13458383898,107149.76834416998,2626.79023149179,162.03191377758736,71173.96061148525,90055.05042408546,1025.8029617624286,-75.14630535597706,110615.75484599249,126496.77027485149,2553.356208578183,168.12131696650832,89012.04597777227,1.1641532182693481e-10,1677.7137821392462,-80.98222439858672,38088.375108145934,137578.58874999912,2510.257324440075,174.49455200536826
19,0,0.0,0.0,1688.6415540790733,18.964646999875566,400000.0,0.0,2999.8415930090277,169.45450307022202,35519.50619602022,9803.885205373244,1631.288148129691,11.771436828497375,348518.5457025297,8104.2602963267545,2973.491233075232,172.6673939126755,71397.79528290936,14780.099665676327,1600.9315902213496,4.026043863721182,296517.0767151861,13255.634478112052,2956.3966153053157,175.9941575368727,107276.08436979848,14804.856951548478,1600.6281519050715,-3.868648954612037,244515.6077278424,15357.011343660297,2949.364800792014,179.3481657968289,143154.37345668758,9878.15706298971,1630.394613133712,-11.619791004695918,192514.13874049872,14408.390892971489,2952.4676893502565,-177.293357561337,179032.6625435767,-7.275957614183426e-12,1688.6415540791904,-18.96464699987651,140512.669753155,10409.77312604562,2965.6734703111892,-173.95337067732365
20,0,0.0,0.0,1309.4589028028054,49.94339504627001,400000.0,0.0,2999.6414836573767,160.46125438114746,34231.228377330524,32701.554627331883,1039.0182721659476,35.80146790651216,338865.3666102903,19424.635377956143,2936.0836660288087,164.3263611501246,68808.22673827046,49300.07099120488,867.3383800150617,13.690871685382621,277113.21167118964,34387.766015154804,2885.5764507403237,168.4266410289881,103385.2250992104,49382.65067460724,865.4683348745393,-13.173056133759491,215361.05673208894,44669.777879570924,2850.326150203787,172.6505063526899,137962.22346015033,32949.293677538924,1034.3295845931457,-35.43978358995994,153608.90179298827,50270.67097120446,2830.9027574832135,176.95610032128212,172539.22182109024,2.9103830456733704e-11,1309.4589028027729,-49.94339504627085,91856.74685388763,51190.44529005546,2827.632442952554,-178.7036843567071
21,0,0.0,0.0,2164.086976264521,54.94597905565911,400000.0,0.0,2999.364718058959,143.73874010162245,89241.99712199978,102164.95415428419,1642.8765250923564,40.837841623088956,347581.19184499356,36169.921118223894,2879.879004459936,147.11719275883735,179385.42855836317,154021.4081568375,1294.8196168104228,16.273899936977728,294632.90077933046,68026.6206692958,2769.153906995007,150.8516698254877,269528.8599947266,154279.40046530796,1290.9044201228555,-15.667637770048934,241684.6097136674,95181.23549100093,2671.138061446965,154.8784483043886,359672.29143109004,102938.93107969541,1633.6071811015036,-40.46026394883527,188736.31864800432,117633.76558333932,2587.2762953320134,159.18881454357066,449815.7228674534,0.0,2164.0869762646225,-54.94597905566142,135788.02758234122,135384.21094631098,2518.9826549331956,163.76008001949862
22,0,0.0,0.0,1462.2361160835474,75.97299640931514,400000.0,0.0,2999.3784404517205,151.73902266691508,20377.46622279721,65514.67174361984,930.4409795000472,67.60985163887074,330028.2811725686,34208.33572699058,2886.500121644613,156.24043795504394,40960.76543774389,98768.33088621477,458.2986687351243,39.34623599602355,259349.77730647638,61775.87204076162,2791.1143090145283,161.17748593599214,61544.06465269057,98933.77197647642,451.1604607925243,-38.22709549819337,188671.27344038407,82321.96296967173,2717.8145591943435,166.4217930865067,82127.36386763725,66010.99501440476,919.9155891643477,-67.33951716877041,117992.76957429177,95846.60851372094,2668.42156129848,171.9079541910271,102710.66308258392,0.0,1462.23611608351,-75.972996409314,47314.26570819953,102349.80867290923,2644.2753332219336,177.54717725768572
23,0,0.0,0.0,1723.802268895661,73.96952057926387,400000.0,0.0,2999.2688144263757,146.4227664831447,31963.91922482793,89355.85858631585,1111.7738184118823,64.64866186993058,333340.0473864381,40795.247317049834,2864.139581989057,150.74441885220944,64250.70632061372,134710.72620209743,584.5950256840915,35.483485009598695,266006.7619181939,74915.2185953286,2744.660807069079,155.5644624430197,96537.4934163995,134936.3723096386,576.9722617203131,-34.40736192229302,198673.47644994955,101912.225809292,2646.277177762913,160.78238850533327,128824.28051218532,90032.79690893943,1099.7626850946235,-64.35181465010709,131340.19098170527,121786.26895894004,2571.411171356728,166.35295045254315,161111.06760797108,0.0,1723.8022688955987,-73.96952057926376,64006.90551346098,134537.3480442727,2522.157901034096,172.1985808392818
24,0,0.0,0.0,1254.7860349380342,43.94256885358383,400000.0,0.0,2999.6971552306236,163.1113685840249,31884.549069912962,24681.80451030082,1046.480995468752,30.30393315984687,339640.59098594903,16178.380981594986,2946.857554955467,166.91334755431745,64091.164292047266,37209.69013295351,920.9247997189141,11.166362514467277,278671.49097175617,28116.154445220527,2906.7707387940973,170.91726424742686,96297.77951418156,37272.01792212093,919.5959679611666,-10.738849319736737,217702.39095756327,35627.771619717896,2881.2330681523717,175.01253013780445,128504.39473631585,24868.7878778031,1042.9694370097602,-29.972217313647256,156733.2909433704,38713.232505087086,2870.6328648073113,179.1594402313445,160711.00995845016,0.0,1254.7860349380505,-43.942568853585406,95764.19092917751,37372.53710132811,2875.1353502752563,-176.6848392807445
25,0,0.0,0.0,1996.0600888331787,28.951290117630123,400000.0,0.0,2999.7234262792254,161.18790333036154,68397.81919610157,30391.60743890105,1842.2800016015797,18.545244027816416,350865.0566258071,15284.582252234733,2949.8281740942934,164.27895123338365,137486.52545479004,45817.65060864628,1757.7914754902063,6.464366512547925,301233.80069227883,27741.43886398385,2908.055830681936,167.53267662835566,206575.23171347848,45894.39709207785,1756.9346428640793,-6.2128843826518105,251602.5447587506,37201.19461120517,2875.916252433096,170.8701172681099,275663.937972167,30621.84688919576,1839.8263527496465,-18.316105889405208,201971.28882522235,43663.84949389867,2853.7349187716254,174.27116018910934,344752.64423085545,2.9103830456733704e-11,1996.0600888331091,-28.951290117627252,152340.03289169414,47129.4035120644,2841.7450274759617,177.71314871723015
26,0,0.0,0.0,1381.2943929095068,80.98222439858675,400000.0,0.0,2999.3796762453685,152.9161656808777,11970.717610913667,60585.27971755781,855.1595831856537,75.3345089512313,326592.69247137476,33869.41386942715,2887.641398127033,157.63721630468757,24062.351561331514,91336.89896813637,353.48184931547775,52.22998882097496,252443.89698791492,60555.63358577052,2795.379629097366,162.80734338378699,36153.985511749364,91489.89209873631,344.88544090866435,-51.11494467665435,178295.10150445506,79678.7282320695,2727.3082354664134,168.28231466724347,48245.619462167204,61044.25910935749,844.5635330630618,-75.14630535597564,104146.3060209952,91238.6978083241,2685.2675221639565,173.98252152004434,60337.25341258506,5.820766091346741e-11,1381.2943929095445,-80.98222439858718,29997.5105375353,95235.54231453431,2670.4871529004267,179.80442881542263
27,0,0.0,0.0,2236.2248296494336,38.943799371593485,400000.0,0.0,2999.5794423622815,152.01501788904446,99080.95866380003,64315.9746048896,1936.8965702324108,26.108999871781382,352095.688037175,23867.00843554023,2921.290148660626,155.058188331527,199162.73509188084,96961.20413918962,1762.918703774689,9.398777033074552,303707.4941353315,44717.78615347919,2850.35484209043,158.32627033352588,299244.5115199617,97123.61821647469,1761.1102258876801,-9.03639996075346,255319.30023348797,62294.88386047389,2789.1466294922607,161.7493670355111,399326.2879480425,64803.21683674486,1931.9546937234652,-25.808340139583876,206931.1063316445,76598.3015565243,2738.317862776944,165.31269539791361,499408.06437612337,5.820766091346741e-11,2236.2248296494167,-38.94379937159594,158542.91242980104,87628.03924163044,2698.4551351117075,168.99594503927443
28,0,0.0,0.0,1264.73209910276,44.942531835206225,400000.0,0.0,2999.6880049469346,162.65759875925727,32414.031733191154,25983.191770093104,1046.3777788919308,31.182763149571816,339542.78787589516,16714.77924731148,2945.0800877959223,166.4680607257389,65155.477928333734,39171.6300170343,913.7078026957121,11.552616265165845,278474.8968414459,29158.454983018197,2903.2592131572587,170.48576169841033,97896.92412347632,39237.244137665846,912.2977861495884,-11.111066317097587,217407.00580699657,37139.879798505805,2876.0877519795476,174.60000435593915,130638.37031861892,26180.03413198772,1042.680373785836,-30.845411921206964,156339.11477254724,40659.0536937743,2863.9826847323247,178.7707687416839,163379.81651376147,-5.820766091346741e-11,1264.732099102826,-44.94253183520996,95271.22373809793,39715.97666882369,2867.1348490893665,-177.04542010080695
29,0,0.0,0.0,2501.356622983658,20.96157492623378,400000.0,0.0,2999.7740393660174,162.62350749976196,84713.21173653299,26066.8178581123,2398.024178011046,13.078867294238902,356297.85928578983,12544.29324254247,2958.886835396102,165.36403361454555,170282.1124805057,39297.70268003293,2342.9977605153076,4.486531956723945,312154.2828067897,22894.575668669888,2924.3306852561695,168.23273792151593,255851.0132244784,39363.52797765442,2342.446482014284,-4.311266344262563,268010.7063277896,30912.4753318144,2897.269396964728,171.16250483513545,341419.9139684511,26264.29375097678,2396.4079377871208,-12.911479456582864,223867.1298487894,36597.99223197599,2877.914402872013,174.1395665626426,426988.8147124239,-2.9103830456733704e-11,2501.3566229837584,-20.961574926232515,179723.55336978924,39951.12636915468,2866.4218132958003,177.14869587961118
